ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000244038.5	34	0	3	0	12	0	0	0
ENSG00000256870.2	0	0	0	0	10	0	0	0
ENSG00000163536.8	2	3	0	0	34	0	0	0
ENSG00000121940.11	24	3	30	0	82	0	0	0
ENSG00000116586.7	3	1	0	0	5	0	0	0
ENSG00000169155.5	17	1	10	0	48	0	0	0
ENSG00000171124.8	1	0	0	0	4	0	0	0
ENSG00000264575.1	0	0	0	0	0	0	1	0
ENSG00000251363.2	0	0	0	0	0	0	0	5
ENSG00000241287.1	0	0	0	0	0	0	0	3
ENSG00000120328.4	2	0	0	0	0	0	0	0
ENSG00000124702.13	9	0	6	0	13	0	0	0
ENSG00000255921.1	0	0	0	0	0	0	0	4
ENSG00000106031.6	3	0	6	0	1	0	0	2
ENSG00000206675.1	0	0	0	0	0	0	6	0
ENSG00000185056.9	1	0	1	0	5	0	0	4
ENSG00000248851.1	0	0	0	0	0	0	2	0
ENSG00000236240.1	0	0	0	0	0	0	0	4
ENSG00000238221.1	0	0	0	0	0	0	0	3
ENSG00000131042.9	0	0	0	0	1	0	0	0
ENSG00000253286.1	0	0	0	0	0	0	0	8
ENSG00000144802.7	4	2	1	0	18	0	0	0
ENSG00000224981.1	0	0	0	0	0	0	2	0
ENSG00000203647.1	0	0	0	0	0	0	1	0
ENSG00000125462.12	2	0	3	0	23	0	0	4
ENSG00000259001.2	0	0	0	0	0	0	9666	0
ENSG00000106013.8	0	0	0	0	4	0	0	9
ENSG00000163501.6	0	0	1	0	0	0	0	0
ENSG00000235285.1	0	0	0	0	0	0	0	7
ENSG00000255393.1	0	0	0	0	0	0	0	1
ENSG00000058668.10	34	4	18	0	141	0	0	0
ENSG00000199785.1	0	0	0	0	0	0	21	0
ENSG00000130741.6	104	4	34	0	113	0	0	0
ENSG00000203832.6	13	0	1	0	4	0	0	0
ENSG00000041988.11	2	0	7	0	8	0	0	0
ENSG00000272937.1	0	0	0	0	0	0	1	0
ENSG00000115275.7	16	0	1	0	0	0	0	0
ENSG00000099284.9	16	3	1	0	82	0	0	0
ENSG00000138031.10	45	10	2	0	141	0	0	0
ENSG00000128591.11	81	3	10	0	14	0	0	0
ENSG00000235085.2	0	0	0	0	0	0	0	4
ENSG00000259697.1	0	0	0	0	0	0	0	1
ENSG00000186714.8	1	0	0	0	35	0	1	0
ENSG00000115524.11	158	0	19	0	43	0	0	0
ENSG00000162623.11	9	0	14	0	29	0	0	0
ENSG00000082898.12	157	28	13	0	353	0	0	0
ENSG00000241125.1	0	0	0	0	0	0	0	1
ENSG00000103591.8	14	2	12	0	97	0	0	0
ENSG00000179919.3	2	0	0	0	0	0	0	0
ENSG00000143977.9	3	2	0	0	16	0	0	0
ENSG00000091583.6	0	0	0	0	10	0	0	0
ENSG00000129534.9	86	3	3	0	93	0	0	0
ENSG00000185379.16	3	1	7	0	27	0	0	0
ENSG00000267277.1	0	0	0	0	0	0	0	5
ENSG00000099399.5	1	0	0	0	0	0	0	0
ENSG00000174013.7	3	0	11	0	10	0	0	0
ENSG00000272944.1	0	0	0	0	0	0	1	0
ENSG00000153093.14	5	1	0	0	118	0	0	0
ENSG00000172137.14	0	0	0	0	9	0	0	0
ENSG00000146910.7	14	4	6	0	87	0	0	0
ENSG00000232862.4	0	0	0	0	0	0	1	0
ENSG00000189184.7	4	0	2	0	1	0	0	0
ENSG00000227718.1	0	0	0	0	0	0	0	1
ENSG00000120071.8	75	6	7	0	783	0	0	0
ENSG00000173041.7	31	1	8	0	58	0	0	0
ENSG00000238717.1	0	0	0	0	0	0	1	0
ENSG00000157796.13	17	0	1	0	60	0	0	0
ENSG00000078114.14	24	0	11	0	274	0	0	0
ENSG00000229160.1	0	0	0	0	0	0	0	2
ENSG00000130347.8	4	0	1	0	32	0	0	0
ENSG00000128694.7	8	0	3	0	16	0	0	0
ENSG00000053254.11	12	1	10	0	439	0	0	0
ENSG00000199480.1	0	0	0	0	0	0	264	0
ENSG00000173391.4	0	1	0	0	1	0	0	0
ENSG00000227851.1	0	0	0	0	0	0	0	1
ENSG00000072832.10	23	2	3	0	67	0	0	26
ENSG00000161653.6	1	0	1	0	1	0	0	0
ENSG00000171777.11	0	0	0	0	6	0	0	0
ENSG00000077044.5	41	1	10	0	136	0	0	0
ENSG00000222328.1	0	0	0	0	0	0	100	0
ENSG00000254602.1	0	0	0	0	0	0	0	1
ENSG00000236948.1	0	0	0	0	0	0	0	21
ENSG00000248585.2	0	0	0	0	0	0	1	0
ENSG00000183035.8	0	0	0	0	6	0	0	0
ENSG00000161133.12	1	0	0	0	7	0	0	0
ENSG00000224431.1	0	0	0	0	0	0	1	0
ENSG00000084207.11	3	0	0	0	3	0	0	0
ENSG00000237781.2	0	0	0	0	0	0	0	14
ENSG00000134758.9	24	6	43	0	174	0	0	0
ENSG00000182749.5	2	2	0	0	2	0	0	0
ENSG00000232886.1	0	0	0	0	0	0	0	2
ENSG00000230273.1	0	0	0	0	0	0	1	0
ENSG00000266844.1	0	0	0	0	0	0	3	1
ENSG00000268364.1	0	0	0	0	0	0	3	88
ENSG00000167483.13	0	0	0	0	4	0	0	0
ENSG00000235189.1	0	0	0	0	0	0	0	34
ENSG00000268847.1	0	0	0	0	0	0	1	0
ENSG00000130640.9	68	3	1	0	37	0	0	0
ENSG00000225680.1	0	0	0	0	0	0	0	3
ENSG00000225258.1	0	0	0	0	0	0	0	16
ENSG00000138002.10	85	1	0	0	51	0	0	0
ENSG00000107882.7	5	0	6	0	71	0	0	0
ENSG00000075618.13	12	1	6	0	6	0	0	0
ENSG00000187889.8	0	0	0	0	11	0	0	0
ENSG00000198440.5	9	0	0	0	5	0	0	3
ENSG00000054690.9	48	1	7	0	39	0	0	0
ENSG00000218682.1	0	0	0	0	0	0	4	0
ENSG00000261480.1	0	0	0	0	0	0	1	0
ENSG00000167232.9	101	2	29	0	64	0	2	50
ENSG00000155980.7	31	0	6	0	38	0	0	0
ENSG00000214787.4	0	0	0	0	4	0	0	0
ENSG00000073331.13	24	0	3	0	212	0	0	0
ENSG00000266075.1	0	0	0	0	0	0	1	0
ENSG00000034713.3	4	0	4	0	15	0	0	0
ENSG00000260254.1	0	0	0	0	0	0	1	0
ENSG00000173207.8	4	4	3	0	4	0	0	0
ENSG00000147408.10	0	0	0	0	62	0	0	0
ENSG00000163625.11	80	10	8	0	324	0	0	0
ENSG00000144028.10	231	0	2	0	34	0	0	0
ENSG00000132640.10	8	2	12	0	40	0	0	0
ENSG00000142188.12	4	0	2	0	29	0	10	7
ENSG00000137648.12	0	0	0	0	10	0	0	0
ENSG00000163660.7	85	1	2	0	97	0	0	0
ENSG00000225133.1	0	0	0	0	0	0	2	0
ENSG00000237037.5	0	0	0	0	0	0	7	38
ENSG00000260329.1	0	0	0	0	0	0	1	0
ENSG00000236866.1	0	0	0	0	0	0	0	1
ENSG00000198860.7	2	0	13	0	49	0	0	0
ENSG00000232912.1	0	0	0	0	0	0	0	3
ENSG00000184669.6	0	0	0	0	0	0	0	18
ENSG00000135094.6	0	0	0	0	7	0	0	0
ENSG00000070444.10	14	1	4	0	24	0	0	0
ENSG00000039600.6	1	0	0	0	7	0	0	0
ENSG00000163154.5	0	0	1	0	0	0	0	0
ENSG00000064607.12	105	4	28	0	75	0	0	0
ENSG00000143799.8	188	8	2	0	113	0	0	0
ENSG00000069812.7	1	0	3	0	4	0	0	0
ENSG00000266929.1	0	0	0	0	0	0	4	37
ENSG00000255423.1	8	2	2	0	0	0	0	0
ENSG00000008441.12	10	1	7	0	68	0	0	0
ENSG00000136478.3	26	0	1	0	94	0	0	0
ENSG00000231461.1	0	0	0	0	0	0	0	2
ENSG00000164379.4	1	1	1	0	0	0	0	0
ENSG00000156931.11	44	1	6	0	152	0	0	0
ENSG00000149742.5	0	0	0	0	2	0	0	0
ENSG00000005100.8	26	0	16	0	28	0	0	0
ENSG00000117632.16	75	3	13	0	22	0	0	0
ENSG00000251604.1	0	0	0	0	0	0	0	2
ENSG00000150756.9	1	0	3	0	25	0	0	0
ENSG00000202406.1	0	0	0	0	0	0	1	0
ENSG00000108622.6	2	1	0	0	4	0	0	0
ENSG00000250884.1	0	0	0	0	0	0	1	0
ENSG00000227382.1	0	0	0	0	0	0	3	0
ENSG00000262732.1	0	0	0	0	0	0	1	0
ENSG00000259663.2	0	0	0	0	0	0	13	0
ENSG00000183010.12	27	2	13	0	6	0	0	0
ENSG00000229089.2	0	0	0	0	0	0	10	6
ENSG00000256039.1	0	0	0	0	0	0	0	1
ENSG00000169122.7	1	1	0	0	144	0	0	18
ENSG00000052802.8	3	1	2	0	20	0	0	0
ENSG00000243627.4	1	1	0	0	1	0	0	0
ENSG00000166246.9	0	0	0	0	1	0	0	0
ENSG00000112294.8	11	2	7	0	40	0	0	0
ENSG00000249306.1	0	0	0	0	0	0	2	260
ENSG00000163673.6	1	0	0	0	5	0	0	0
ENSG00000224127.1	0	0	0	0	0	0	0	4
ENSG00000271200.1	0	0	0	0	0	0	1	0
ENSG00000141642.4	5	0	0	0	5	0	0	0
ENSG00000063438.12	24	6	31	0	155	0	0	0
ENSG00000132204.9	0	0	0	0	0	0	2	45
ENSG00000135502.12	14	0	2	0	9	0	1	0
ENSG00000204576.7	6	2	6	0	30	0	0	0
ENSG00000160781.11	7	1	2	0	2	0	0	0
ENSG00000226320.1	0	0	0	0	0	0	0	71
ENSG00000084693.11	17	1	0	0	50	0	0	0
ENSG00000204818.3	0	0	0	0	0	0	1	0
ENSG00000164303.6	0	0	1	0	18	0	0	0
ENSG00000273486.1	0	0	0	0	0	0	2	0
ENSG00000144655.10	4	1	1	0	5	0	0	0
ENSG00000262903.1	0	0	0	0	0	0	2	0
ENSG00000162892.11	0	0	0	0	2	0	0	0
ENSG00000198975.1	0	0	0	0	0	0	3	0
ENSG00000268885.1	11	0	0	0	0	0	0	0
ENSG00000235886.1	0	0	0	0	0	0	0	1
ENSG00000100522.4	4	0	15	0	14	0	0	0
ENSG00000254639.1	0	0	0	0	0	0	1	0
ENSG00000207405.1	0	0	0	0	0	0	3146	0
ENSG00000181085.10	15	0	3	0	15	0	0	0
ENSG00000115526.6	14	5	6	0	14	0	0	0
ENSG00000068878.10	58	0	10	0	124	0	0	0
ENSG00000100359.16	93	6	5	0	75	0	0	0
ENSG00000243018.1	0	0	0	0	0	0	0	3
ENSG00000150275.13	1	0	0	0	159	0	0	0
ENSG00000197535.10	47	0	11	0	86	0	0	0
ENSG00000128641.13	32	1	2	0	78	0	0	0
ENSG00000253236.1	0	0	0	0	0	0	0	1
ENSG00000255808.1	0	0	0	0	0	0	0	6
ENSG00000163319.6	1	0	5	0	17	0	1	1
ENSG00000254580.1	0	0	0	0	0	0	0	4
ENSG00000005339.8	175	7	8	0	207	0	0	0
ENSG00000225689.1	0	0	0	0	0	0	0	48
ENSG00000113108.13	4	8	0	0	12	0	0	3
ENSG00000235736.1	0	0	0	0	0	0	0	1
ENSG00000175619.2	1	0	0	0	0	0	0	0
ENSG00000230510.2	1	0	1	0	47	0	0	0
ENSG00000166405.10	1	0	1	0	11	0	0	0
ENSG00000250250.1	0	0	0	0	0	0	0	2
ENSG00000230882.1	0	0	0	0	0	0	3	0
ENSG00000138079.9	0	0	0	0	4	0	0	0
ENSG00000266977.1	0	0	0	0	0	0	0	10
ENSG00000261654.1	0	0	0	0	0	0	4	0
ENSG00000206799.1	0	0	0	0	0	0	222	0
ENSG00000140682.14	3	2	1	0	4	0	0	0
ENSG00000184220.6	21	2	0	0	924	0	0	0
ENSG00000229557.1	0	0	0	0	0	0	1	1
ENSG00000143816.7	0	0	3	0	33	0	0	0
ENSG00000169592.10	60	8	5	0	58	0	0	0
ENSG00000216588.4	0	0	1	0	7	0	0	0
ENSG00000255339.2	0	0	0	0	0	0	36	64
ENSG00000268800.1	0	0	0	0	7	0	0	0
ENSG00000162601.5	91	2	52	0	103	0	0	0
ENSG00000162869.11	38	1	1	0	89	0	1	0
ENSG00000059145.14	22	2	5	0	31	0	0	0
ENSG00000205678.3	0	0	0	0	19	0	0	0
ENSG00000244193.1	0	0	0	0	0	0	1	0
ENSG00000125551.14	0	0	0	0	1	0	0	0
ENSG00000158201.5	8	2	4	0	77	0	0	0
ENSG00000103351.8	17	2	7	0	23	0	0	0
ENSG00000248555.2	0	0	0	0	0	0	0	67
ENSG00000156875.9	11	1	8	0	48	0	0	0
ENSG00000179397.13	2	0	0	0	110	0	0	1
ENSG00000119698.7	13	0	1	0	122	0	0	0
ENSG00000197753.6	1	0	0	0	3	0	0	2
ENSG00000251760.1	0	0	0	0	0	0	1	0
ENSG00000198464.9	16	0	25	0	25	0	0	0
ENSG00000233461.1	0	0	0	0	0	0	4	6
ENSG00000004809.9	1	0	0	0	5	0	0	0
ENSG00000214617.5	0	0	0	0	0	0	0	1
ENSG00000055950.12	5	0	5	0	21	0	0	0
ENSG00000229926.1	0	0	0	0	0	0	0	1
ENSG00000163590.9	4	3	12	0	262	0	0	0
ENSG00000257497.1	0	0	0	0	0	0	1	1
ENSG00000227061.1	0	0	0	0	0	0	2	0
ENSG00000229727.2	0	0	0	0	0	0	1	2
ENSG00000239106.1	0	0	0	0	0	0	1	0
ENSG00000196266.4	1	0	0	0	0	0	0	0
ENSG00000163481.3	7	0	0	0	15	0	0	0
ENSG00000261005.1	0	0	0	0	0	0	1	0
ENSG00000225138.3	0	0	0	0	0	0	32	78
ENSG00000125695.12	0	0	0	0	0	0	37	166
ENSG00000184702.13	35	5	7	0	31	0	5	1
ENSG00000007314.7	11	0	0	0	9	0	0	0
ENSG00000174417.2	0	0	0	0	2	0	0	0
ENSG00000227705.1	0	0	0	0	0	0	0	2
ENSG00000115934.11	0	0	0	0	0	0	0	16
ENSG00000238755.3	0	0	0	0	0	0	0	78
ENSG00000266602.1	0	0	0	0	0	0	0	10
ENSG00000260230.2	1	0	15	0	27	0	0	0
ENSG00000259915.1	0	0	0	0	0	0	2	0
ENSG00000196987.2	0	0	0	0	3	0	0	0
ENSG00000227013.3	0	0	0	0	0	0	2	0
ENSG00000236358.1	0	0	0	0	0	0	2	7
ENSG00000087258.9	4	1	5	0	69	0	0	0
ENSG00000223916.1	0	0	0	0	0	0	4	0
ENSG00000260260.1	0	0	0	0	0	0	1	11
ENSG00000239815.1	0	0	0	0	0	0	0	3
ENSG00000266086.1	17	27	14	0	382	0	0	0
ENSG00000179241.8	8	0	5	0	294	0	0	0
ENSG00000143367.11	5	0	2	0	36	0	0	0
ENSG00000101935.5	3	0	6	0	136	0	0	0
ENSG00000257740.1	0	0	0	0	0	0	1	0
ENSG00000099817.7	14	2	15	0	9	0	0	0
ENSG00000208797.1	0	0	0	0	0	0	100	0
ENSG00000224794.1	0	0	0	0	0	0	1	2
ENSG00000247828.3	0	0	0	0	0	0	22	177
ENSG00000231987.1	0	0	0	0	0	0	0	14
ENSG00000111348.4	0	0	1	0	1	0	0	0
ENSG00000126785.8	1	0	0	0	23	0	0	0
ENSG00000102034.12	23	3	7	0	54	0	0	0
ENSG00000226476.2	0	0	0	0	0	0	1	24
ENSG00000250302.1	0	0	0	0	0	0	1	2
ENSG00000237713.1	0	0	0	0	0	0	0	2
ENSG00000028310.13	114	2	4	0	39	0	2	37
ENSG00000116353.11	23	1	5	0	76	0	0	0
ENSG00000173838.7	1	0	0	0	38	0	0	0
ENSG00000258115.1	0	0	0	0	0	0	0	1
ENSG00000248309.1	0	0	0	0	0	0	8	90
ENSG00000154479.8	2	0	0	0	11	0	0	0
ENSG00000011007.8	41	0	14	0	11	0	0	0
ENSG00000182310.8	0	0	0	0	0	0	54	23
ENSG00000224715.1	0	0	0	0	0	0	1	8
ENSG00000256811.1	0	0	0	0	0	0	1	0
ENSG00000100575.9	15	7	9	0	31	0	0	0
ENSG00000257496.1	0	0	0	0	0	0	1	0
ENSG00000178685.9	45	1	5	0	18	0	0	0
ENSG00000167641.6	2	1	1	0	2	0	0	0
ENSG00000196944.3	1	0	0	0	0	0	0	0
ENSG00000139193.3	0	0	0	0	2	0	0	0
ENSG00000249099.1	0	0	0	0	0	0	0	1
ENSG00000198034.6	166	0	6	0	17	0	0	19
ENSG00000092010.10	8	1	0	0	3	0	0	0
ENSG00000272297.1	0	0	1	0	29	0	0	0
ENSG00000198612.6	8	2	24	0	12	0	0	0
ENSG00000268093.1	0	0	0	0	0	0	0	2
ENSG00000137573.9	18	3	4	0	130	0	0	0
ENSG00000241231.1	0	0	0	0	0	0	0	3
ENSG00000165029.11	8	0	3	0	51	0	0	0
ENSG00000134202.6	5	0	2	0	1	0	0	0
ENSG00000152455.11	32	0	12	0	40	0	0	0
ENSG00000246876.2	0	0	0	0	0	0	0	5
ENSG00000100079.5	0	0	0	0	6	0	0	0
ENSG00000203849.6	0	0	0	0	0	0	2	51
ENSG00000131203.8	0	0	0	0	2	0	0	0
ENSG00000157193.10	21	0	4	0	66	0	0	0
ENSG00000267448.1	0	0	0	0	0	0	0	2
ENSG00000226044.1	0	0	0	0	0	0	0	2
ENSG00000177675.4	0	0	0	0	13	0	0	0
ENSG00000147647.8	0	0	0	0	8	0	0	6
ENSG00000197561.2	1	0	0	0	0	0	0	0
ENSG00000221303.1	0	0	0	0	0	0	60	0
ENSG00000112992.12	19	1	15	0	92	0	0	0
ENSG00000248951.2	0	0	0	0	0	0	1	0
ENSG00000141562.13	13	2	3	0	46	0	0	0
ENSG00000256615.1	0	0	0	0	0	0	0	14
ENSG00000182944.13	129	2	0	0	144	0	0	0
ENSG00000186399.8	2	0	0	0	0	0	0	0
ENSG00000138769.6	0	0	2	0	16	0	0	0
ENSG00000237803.1	0	0	0	0	0	0	0	10
ENSG00000197696.5	0	0	0	0	4	0	0	0
ENSG00000196810.4	0	0	0	0	0	0	34	35
ENSG00000224623.1	0	0	0	0	0	0	0	1
ENSG00000237494.1	0	0	0	0	0	0	0	1
ENSG00000214189.4	0	0	0	0	2	0	0	2
ENSG00000188177.9	23	3	5	0	45	0	0	0
ENSG00000264269.1	0	0	0	0	0	0	0	5
ENSG00000124116.14	0	0	1	0	1	0	0	7
ENSG00000241345.1	0	0	0	0	0	0	1	4
ENSG00000200913.1	0	0	0	0	0	0	2	0
ENSG00000025156.8	13	0	2	0	56	0	0	0
ENSG00000232940.1	0	0	0	0	0	0	4	3
ENSG00000135766.8	8	4	16	0	81	0	0	0
ENSG00000232714.1	0	0	0	0	0	0	1	0
ENSG00000232558.1	0	0	0	0	0	0	0	1
ENSG00000170442.7	0	0	0	0	17	0	0	0
ENSG00000253660.1	0	0	0	0	0	0	1	5
ENSG00000259901.1	0	0	0	0	0	0	54	0
ENSG00000259471.1	0	0	1	0	28	0	0	0
ENSG00000230953.2	0	0	0	0	0	0	1	0
ENSG00000269337.1	0	0	2	0	0	0	0	0
ENSG00000241868.2	0	0	0	0	0	0	1	0
ENSG00000205215.4	0	0	0	0	0	0	2	0
ENSG00000272008.1	0	0	0	0	0	0	1	0
ENSG00000242697.2	0	0	0	0	0	0	1	0
ENSG00000235143.1	0	0	0	0	0	0	2	0
ENSG00000228319.1	0	0	0	0	0	0	0	1
ENSG00000177706.8	8	2	1	0	52	0	0	0
ENSG00000248872.1	0	0	0	0	0	0	0	1
ENSG00000114544.11	4	0	1	0	51	0	0	0
ENSG00000169668.7	0	0	0	0	0	0	1	19
ENSG00000166965.8	21	1	6	0	17	0	0	0
ENSG00000235617.1	0	0	0	0	0	0	2	0
ENSG00000237351.1	0	0	0	0	0	0	2	0
ENSG00000091879.9	0	0	0	0	5	0	0	0
ENSG00000153989.7	7	5	11	0	125	0	0	0
ENSG00000145882.6	8	1	9	0	19	0	0	0
ENSG00000272760.1	0	0	0	0	0	0	1	0
ENSG00000121594.7	1	1	1	0	6	0	0	0
ENSG00000259706.1	0	0	0	0	0	0	22	0
ENSG00000249916.1	0	0	0	0	0	0	1	1
ENSG00000233392.1	0	0	0	0	0	0	0	6
ENSG00000163125.11	82	1	4	0	281	0	0	2
ENSG00000226973.1	0	0	0	0	0	0	0	1
ENSG00000186638.11	24	1	12	0	50	0	0	0
ENSG00000115525.12	6	1	0	0	26	0	0	0
ENSG00000231185.2	0	0	0	0	0	0	0	117
ENSG00000242115.1	0	0	0	0	0	0	2	0
ENSG00000077063.6	28	0	1	0	88	0	0	0
ENSG00000242608.1	0	0	0	0	0	0	1	0
ENSG00000083223.13	92	0	0	0	95	0	0	0
ENSG00000105583.5	3	8	2	0	2	0	0	0
ENSG00000243431.1	0	0	0	0	0	0	2	0
ENSG00000249485.1	0	0	0	0	0	0	2	0
ENSG00000154917.6	2	2	4	0	32	0	0	0
ENSG00000172269.12	4	2	3	0	5	0	0	0
ENSG00000249275.1	0	0	0	0	0	0	0	2
ENSG00000169446.4	4	1	16	0	5	0	0	0
ENSG00000111639.3	6	0	1	0	1	0	0	0
ENSG00000197892.8	19	1	2	0	66	0	0	0
ENSG00000251366.1	0	0	0	0	0	0	1	0
ENSG00000231420.1	0	0	0	0	0	0	0	2
ENSG00000260014.1	0	0	0	0	0	0	2	0
ENSG00000258451.1	0	0	0	0	0	0	0	4
ENSG00000224307.1	0	0	0	0	0	0	0	1
ENSG00000253775.1	0	0	0	0	0	0	0	6
ENSG00000142910.11	2	0	0	0	8	0	0	0
ENSG00000230437.1	0	0	0	0	0	0	0	1
ENSG00000239572.1	0	0	0	0	0	0	1	4
ENSG00000140876.7	2	0	0	0	14	0	0	0
ENSG00000078246.11	12	0	5	0	39	0	0	30
ENSG00000136936.6	19	0	1	0	34	0	0	0
ENSG00000271904.1	0	0	0	0	0	0	0	5
ENSG00000133488.10	0	0	1	0	6	0	0	0
ENSG00000099203.2	2	0	3	0	2	0	0	0
ENSG00000144152.8	1	0	0	0	24	0	0	0
ENSG00000133424.16	14	4	3	0	652	0	0	0
ENSG00000131446.11	7	3	5	0	17	0	0	0
ENSG00000182329.6	2	1	0	0	26	0	0	0
ENSG00000188167.4	8	1	2	0	2	0	0	0
ENSG00000180340.5	10	1	0	0	0	0	0	0
ENSG00000254485.1	0	0	0	0	0	0	6	101
ENSG00000196588.10	38	8	8	0	324	0	0	0
ENSG00000203492.3	0	0	0	0	0	0	1	0
ENSG00000108515.13	10	1	0	0	12	0	0	0
ENSG00000112343.8	8	6	13	0	20	0	0	0
ENSG00000197360.5	0	0	0	0	27	0	0	0
ENSG00000184270.3	5	0	0	0	0	0	0	0
ENSG00000233183.2	0	0	0	0	0	0	3	4
ENSG00000256351.1	0	0	0	0	0	0	1	0
ENSG00000163166.9	83	3	0	0	110	0	1	41
ENSG00000131831.13	0	0	0	0	16	0	0	0
ENSG00000234707.2	0	0	0	0	0	0	1	13
ENSG00000204539.3	2	0	0	0	4	0	0	0
ENSG00000255801.1	0	0	0	0	0	0	0	4
ENSG00000256757.1	0	0	0	0	0	0	0	2
ENSG00000176915.10	110	25	10	0	66	0	0	0
ENSG00000254303.1	0	0	0	0	0	0	0	16
ENSG00000263508.1	0	0	0	0	0	0	1	5
ENSG00000171471.5	2	0	0	0	0	0	0	0
ENSG00000207935.1	0	0	0	0	0	0	1	0
ENSG00000256403.1	0	0	0	0	0	0	0	1
ENSG00000163349.17	31	3	9	0	24	0	0	0
ENSG00000165269.8	0	0	0	0	8	0	0	0
ENSG00000006831.9	4	2	16	0	148	0	0	0
ENSG00000260196.1	0	0	0	0	0	0	8	0
ENSG00000140740.6	29	3	3	0	117	0	0	0
ENSG00000257156.1	0	0	0	0	0	0	0	32
ENSG00000173825.6	1	0	0	0	0	0	0	0
ENSG00000247270.2	0	2	0	0	0	0	0	0
ENSG00000185163.5	37	0	7	0	24	0	0	0
ENSG00000258790.1	0	0	0	0	0	0	24	175
ENSG00000229611.1	0	0	0	0	0	0	0	2
ENSG00000201487.1	0	0	0	0	0	0	28	0
ENSG00000114993.11	15	3	2	0	24	0	0	0
ENSG00000103534.12	2	0	0	0	15	0	0	0
ENSG00000226632.1	0	0	0	0	0	0	4	0
ENSG00000268108.1	0	0	0	0	0	0	1	0
ENSG00000138092.6	18	1	16	0	38	0	0	0
ENSG00000119688.16	50	0	3	0	49	0	0	0
ENSG00000235576.1	0	0	0	0	0	0	0	2
ENSG00000178607.11	15	1	6	0	56	0	0	0
ENSG00000244791.2	0	0	0	0	0	0	1	1
ENSG00000229893.1	0	0	0	0	0	0	0	1
ENSG00000127585.7	20	5	9	0	23	0	0	0
ENSG00000225213.2	0	0	0	0	0	0	0	26
ENSG00000123240.12	15	1	4	0	23	0	0	0
ENSG00000156928.4	10	1	3	0	26	0	0	0
ENSG00000120699.8	27	0	1	0	36	0	0	2
ENSG00000101438.3	0	0	0	0	3	0	0	0
ENSG00000105656.8	9	0	4	0	48	0	0	0
ENSG00000253392.2	0	0	0	0	0	0	0	5
ENSG00000133639.3	4	4	7	0	1	0	0	0
ENSG00000255504.1	0	0	0	0	0	0	0	16
ENSG00000141576.10	35	0	9	0	169	0	0	0
ENSG00000185905.3	0	1	0	0	1	0	0	0
ENSG00000205414.1	0	0	0	0	0	0	1	1
ENSG00000148362.6	28	2	4	0	11	0	0	0
ENSG00000259877.1	0	0	0	0	0	0	4	0
ENSG00000148384.11	49	5	9	0	24	0	0	0
ENSG00000130414.7	44	1	14	0	176	0	0	0
ENSG00000118762.3	49	0	7	0	143	0	0	0
ENSG00000109971.9	146	235	2	0	300	0	0	0
ENSG00000137492.3	8	1	4	0	16	0	0	0
ENSG00000266586.1	0	0	0	0	0	0	0	3
ENSG00000258619.2	0	0	0	0	0	0	1	0
ENSG00000254135.1	0	0	0	0	0	0	0	9
ENSG00000177842.7	12	0	14	0	7	0	0	0
ENSG00000100796.13	69	11	4	0	85	0	0	0
ENSG00000257482.3	1	0	0	0	4	0	0	0
ENSG00000254416.1	0	0	0	0	0	0	0	2
ENSG00000186854.6	0	0	0	0	24	0	0	7
ENSG00000163701.14	1	0	2	0	10	0	0	0
ENSG00000228577.1	0	0	0	0	0	0	0	1
ENSG00000234471.1	0	0	0	0	0	0	0	3
ENSG00000248844.2	0	0	0	0	0	0	1	5
ENSG00000167080.4	0	0	0	0	9	0	0	0
ENSG00000262769.1	0	0	0	0	0	0	0	9
ENSG00000086848.10	4	1	8	0	46	0	0	0
ENSG00000253982.1	0	0	0	0	0	0	1	0
ENSG00000233725.3	0	0	0	0	0	0	1	24
ENSG00000175592.4	0	0	0	0	1	0	0	0
ENSG00000238178.2	0	0	0	0	0	0	0	3
ENSG00000171045.10	5	1	3	0	172	0	0	0
ENSG00000246448.2	0	0	0	0	0	0	0	13
ENSG00000214087.4	7	0	0	0	4	0	0	0
ENSG00000172382.5	2	0	0	0	3	0	1	0
ENSG00000174501.10	130	0	1	0	98	0	0	0
ENSG00000182687.3	1	0	0	0	0	0	0	0
ENSG00000233321.1	0	0	0	0	0	0	0	7
ENSG00000251349.3	12	0	6	0	162	0	0	0
ENSG00000136205.12	10	0	2	0	141	0	0	0
ENSG00000066032.14	1	0	0	0	222	0	0	0
ENSG00000255389.1	0	0	0	0	0	0	2	0
ENSG00000163624.5	2	0	8	0	54	0	0	0
ENSG00000235337.1	0	0	0	0	0	0	0	16
ENSG00000165810.12	15	0	12	0	20	0	0	0
ENSG00000008056.8	0	0	2	0	15	0	0	0
ENSG00000141425.13	92	3	65	0	388	0	0	0
ENSG00000251348.1	0	0	0	0	0	0	3	0
ENSG00000152583.8	0	0	0	0	10	0	0	0
ENSG00000128050.4	39	3	34	0	36	0	0	0
ENSG00000254506.1	0	0	0	0	0	0	0	2
ENSG00000216490.3	6	1	1	0	1	0	0	0
ENSG00000243024.2	0	0	0	0	0	0	1	53
ENSG00000235485.1	0	0	0	0	0	0	1	0
ENSG00000268333.1	0	0	0	0	0	0	3	3
ENSG00000251027.1	0	0	0	0	0	0	0	14
